date,tanks,tanks_increment,armored_fighting_vehicles,afv_increment,artillery_systems,artillery_increment,mlrs,mlrs_increment,air_defense_systems,air_defense_increment,aircraft,aircraft_increment,helicopters,helicopters_increment,uav,uav_increment,cruise_missiles,cruise_missiles_increment,ships,ships_increment,submarines,submarines_increment,vehicles_fuel_tanks,vehicles_increment,special_equipment,special_equipment_increment,personnel,personnel_increment
2023-12-24,5858,4,10888,17,8314,28,932,,611,,327,,324,,6404,20,1614,1,22,,1,,11022,27,1229,6,353190,800
2023-12-25,5877,19,10919,31,8347,33,934,2,613,2,329,2,324,,6436,32,1616,2,22,,1,,11075,53,1234,5,353950,760
2023-12-26,5899,22,10956,37,8366,19,934,,614,1,329,,324,,6458,22,1618,2,23,1,1,,11109,34,1239,5,354960,1010
2023-12-27,5913,14,10973,17,8376,10,934,,616,2,329,,324,,6471,13,1620,2,23,,1,,11140,31,1240,1,355750,790
2023-12-28,5940,27,11015,42,8391,15,935,1,617,1,329,,324,,6503,32,1620,,23,,1,,11180,40,1247,7,356670,920
2023-12-29,5953,13,11033,18,8417,26,938,3,620,3,329,,324,,6539,36,1620,,23,,1,,11215,35,1254,7,357520,850
2023-12-30,5969,16,11053,20,8434,17,939,1,621,1,329,,324,,6554,15,1708,88,23,,1,,11244,29,1260,6,358270,750
2023-12-31,5977,8,11070,17,8464,30,943,4,623,2,329,,324,,6591,37,1709,1,23,,1,,11292,48,1268,8,359230,960
2024-01-01,5983,6,11087,17,8482,18,943,,625,2,329,,324,,6657,66,1709,,23,,1,,11330,38,1277,9,360010,780
2024-01-02,5990,7,11100,13,8531,49,945,2,626,1,329,,324,,6710,53,1710,1,23,,1,,11365,35,1284,7,360820,810
2024-01-03,5990,,11107,7,8546,15,945,,629,3,329,,324,,6748,38,1783,73,23,,1,,11391,26,1298,14,361500,680
2024-01-04,6002,12,11128,21,8574,28,947,2,630,1,329,,324,,6753,5,1785,2,23,,1,,11423,32,1304,6,362280,780
2024-01-05,6011,9,11142,14,8604,30,949,2,631,1,329,,324,,6771,18,1786,1,23,,1,,11463,40,1313,9,363070,790
2024-01-06,6018,7,11158,16,8617,13,950,1,633,2,329,,324,,6787,16,1786,,23,,1,,11478,15,1317,4,363870,800
2024-01-07,6022,4,11180,22,8653,36,951,1,637,4,329,,324,,6811,24,1786,,23,,1,,11523,45,1327,10,364730,860
2024-01-08,6031,9,11194,14,8666,13,953,2,638,1,329,,324,,6822,11,1787,1,23,,1,,11542,19,1328,1,365170,440
2024-01-09,6036,5,11203,9,8672,6,954,1,638,,329,,324,,6823,1,1805,18,23,,1,,11552,10,1333,5,365990,820
2024-01-10,6038,2,11216,13,8684,12,956,2,639,1,329,,324,,6834,11,1805,,23,,1,,11575,23,1336,3,366790,800
2024-01-11,6050,12,11238,22,8699,15,957,1,641,2,329,,324,,6834,,1806,1,23,,1,,11596,21,1337,1,367620,830
2024-01-12,6060,10,11254,16,8710,11,957,,642,1,329,,324,,6836,2,1806,,23,,1,,11612,16,1339,2,368460,840
2024-01-13,6065,5,11269,15,8728,18,957,,646,4,329,,324,,6848,12,1806,,23,,1,,11632,20,1345,6,369160,700
2024-01-14,6075,10,11302,33,8747,19,957,,648,2,329,,324,,6861,13,1814,8,23,,1,,11667,35,1353,8,370000,840
2024-01-15,6089,14,11322,20,8771,24,958,1,650,2,329,,324,,6865,4,1815,1,23,,1,,11698,31,1356,3,370980,980
2024-01-16,6113,24,11358,36,8801,30,961,3,653,3,331,2,324,,6877,12,1816,1,23,,1,,11731,33,1365,9,372090,1110
2024-01-17,6126,13,11372,14,8811,10,964,3,653,,331,,324,,6884,7,1817,1,23,,1,,11755,24,1367,2,372820,730
2024-01-18,6147,21,11410,38,8835,24,966,2,653,,331,,324,,6925,41,1818,1,23,,1,,11794,39,1380,13,373600,780
2024-01-19,6167,20,11445,35,8854,19,966,,654,1,331,,324,,6929,4,1818,,23,,1,,11831,37,1384,4,374520,920
2024-01-20,6171,4,11455,10,8868,14,967,1,654,,331,,324,,6934,5,1818,,23,,1,,11848,17,1389,5,375270,750
2024-01-21,6181,10,11466,11,8875,7,968,1,655,1,331,,324,,6936,2,1818,,23,,1,,11862,14,1392,3,376030,760
2024-01-22,6192,11,11489,23,8896,21,968,,657,2,331,,324,,6961,25,1819,1,23,,1,,11891,29,1397,5,376860,830
2024-01-23,6214,22,11548,59,8947,51,970,2,657,,331,,324,,6961,,1820,1,23,,1,,11956,65,1409,12,377820,960
2024-01-24,6227,13,11579,31,9008,61,971,1,659,2,331,,324,,6998,37,1842,22,23,,1,,12005,49,1416,7,378660,840
2024-01-25,6257,30,11621,42,9067,59,972,1,660,1,331,,324,,7033,35,1844,2,23,,1,,12044,39,1420,4,379610,950
2024-01-26,6265,8,11637,16,9082,15,972,,660,,331,,324,,7033,,1845,1,23,,1,,12064,20,1425,5,380600,990
2024-01-27,6271,6,11652,15,9085,3,972,,660,,331,,324,,7037,4,1845,,23,,1,,12072,8,1433,8,381370,770
2024-01-28,6280,9,11671,19,9097,12,972,,660,,331,,324,,7041,4,1845,,23,,1,,12103,31,1436,3,382110,740
2024-01-29,6290,10,11696,25,9113,16,972,,660,,331,,324,,7049,8,1846,1,23,,1,,12149,46,1443,7,383180,1070
2024-01-30,6300,10,11725,29,9144,31,972,,663,3,332,1,324,,7084,35,1846,,23,,1,,12191,42,1448,5,384140,960
2024-01-31,6310,10,11757,32,9195,51,974,2,663,,332,,324,,7100,16,1846,,23,,1,,12231,40,1452,4,385230,1090
2024-02-01,6322,12,11773,16,9228,33,976,2,663,,332,,324,,7136,36,1847,1,23,,1,,12267,36,1462,10,386230,1000
2024-02-02,6331,9,11792,19,9274,46,978,2,663,,332,,324,,7146,10,1847,,24,1,1,,12316,49,1470,8,387060,830
2024-02-03,6341,10,11805,13,9300,26,979,1,663,,332,,324,,7161,15,1847,,24,,1,,12352,36,1473,3,387940,880
2024-02-04,6343,2,11818,13,9331,31,979,,663,,332,,324,,7173,12,1848,1,24,,1,,12393,41,1479,6,388750,810
2024-02-05,6348,5,11822,4,9349,18,979,,664,1,332,,324,,7173,,1848,,24,,1,,12412,19,1486,7,389560,810
2024-02-06,6365,17,11857,35,9367,18,979,,665,1,332,,324,,7173,,1848,,24,,1,,12453,41,1496,10,390580,1020
2024-02-07,6372,7,11879,22,9387,20,980,1,665,,332,,324,,7177,4,1849,1,24,,1,,12486,33,1497,1,391470,890
2024-02-08,6383,11,11899,20,9411,24,980,,666,1,332,,325,1,7191,14,1880,31,24,,1,,12513,27,1505,8,392380,910
2024-02-09,6385,2,11921,22,9435,24,981,1,666,,332,,325,,7209,18,1881,1,24,,1,,12551,38,1509,4,393290,910
2024-02-10,6394,9,11942,21,9459,24,981,,666,,332,,325,,7235,26,1881,,24,,1,,12579,28,1512,3,394270,980
2024-02-11,6406,12,11956,14,9475,16,981,,666,,332,,325,,7257,22,1881,,24,,1,,12592,13,1513,1,395200,930
2024-02-12,6416,10,11977,21,9481,6,981,,666,,332,,325,,7302,45,1882,1,24,,1,,12599,7,1514,1,395990,790
2024-02-13,6424,8,12004,27,9500,19,981,,667,1,332,,325,,7332,30,1882,,24,,1,,12623,24,1518,4,397080,1090
2024-02-14,6433,9,12043,39,9566,66,984,3,671,4,332,,325,,7371,39,1882,,24,,1,,12662,39,1523,5,398140,1060
2024-02-15,6442,9,12090,47,9620,54,984,,671,,332,,325,,7404,33,1882,,25,1,1,,12691,29,1524,1,399090,950
2024-02-16,6465,23,12129,39,9641,21,984,,671,,332,,325,,7408,4,1895,13,25,,1,,12716,25,1528,4,400300,1210
2024-02-17,6476,11,12145,16,9669,28,984,,671,,332,,325,,7413,5,1896,1,25,,1,,12734,18,1533,5,401350,1050
2024-02-18,6487,11,12198,53,9709,40,984,,674,3,335,3,325,,7449,36,1898,2,25,,1,,12736,2,1540,7,402430,1080
2024-02-19,6498,11,12232,34,9733,24,986,2,674,,336,1,325,,7460,11,1898,,25,,1,,12767,31,1545,5,403720,1290
2024-02-20,6503,5,12268,36,9773,40,988,2,675,1,338,2,325,,7521,61,1902,4,25,,1,,12805,38,1551,6,404950,1230
2024-02-21,6516,13,12338,70,9826,53,992,4,678,3,338,,325,,7560,39,1903,1,25,,1,,12861,56,1558,7,406080,1130
2024-02-22,6523,7,12373,35,9867,41,997,5,680,2,339,1,325,,7596,36,1903,,25,,1,,12924,63,1566,8,407240,1160
2024-02-23,6526,3,12410,37,9916,49,999,2,682,2,339,,325,,7628,32,1903,,25,,1,,12960,36,1575,9,408240,1000
2024-02-24,6534,8,12425,15,9952,36,999,,684,2,340,1,325,,7659,31,1905,2,25,,1,,12988,28,1576,1,409010,770
2024-02-25,6542,8,12441,16,9981,29,999,,684,,340,,325,,7681,22,1907,2,25,,1,,13011,23,1578,2,409820,810
2024-02-26,6555,13,12478,37,9993,12,1000,1,686,2,340,,325,,7707,26,1910,3,25,,1,,13037,26,1580,2,410700,880
2024-02-27,6556,1,12494,16,10009,16,1000,,686,,340,,325,,7729,22,1912,2,25,,1,,13065,28,1588,8,411550,850
2024-02-28,6570,14,12508,14,10029,20,1000,,688,2,342,2,325,,7753,24,1912,,25,,1,,13112,47,1594,6,412610,1060
2024-02-29,6593,23,12552,44,10070,41,1000,,690,2,342,,325,,7768,15,1912,,25,,1,,13152,40,1601,7,413760,1150
2024-03-01,6610,17,12582,30,10106,36,1000,,691,1,345,3,325,,7794,26,1912,,25,,1,,13206,54,1611,10,414680,920
2024-03-02,6624,14,12611,29,10153,47,1003,3,696,5,346,1,325,,7829,35,1915,3,25,,1,,13267,61,1617,6,415640,960
2024-03-03,6640,16,12639,28,10188,35,1003,,696,,347,1,325,,7843,14,1915,,25,,1,,13332,65,1620,3,416800,1160
2024-03-04,6648,8,12660,21,10210,22,1004,1,698,2,347,,325,,7845,2,1916,1,25,,1,,13374,42,1621,1,417950,1150
2024-03-05,6657,9,12688,28,10258,48,1007,3,700,2,347,,325,,7863,18,1917,1,25,,1,,13423,49,1630,9,419020,1070
2024-03-06,6678,21,12728,40,10308,50,1008,1,701,1,347,,325,,7921,58,1918,1,26,1,1,,13479,56,1642,12,420270,1250
2024-03-07,6695,17,12779,51,10350,42,1009,1,701,,347,,325,,7963,42,1919,1,26,,1,,13532,53,1647,5,421430,1160
2024-03-08,6706,11,12798,19,10375,25,1011,2,704,3,347,,325,,7998,35,1919,,26,,1,,13598,66,1656,9,422310,880
2024-03-09,6712,6,12823,25,10428,53,1012,1,707,3,347,,325,,8041,43,1919,,26,,1,,13683,85,1666,10,423160,850
2024-03-10,6731,19,12850,27,10466,38,1015,3,709,2,347,,325,,8082,41,1919,,26,,1,,13752,69,1672,6,424060,900
2024-03-11,6739,8,12874,24,10499,33,1016,1,711,2,347,,325,,8141,59,1919,,26,,1,,13826,74,1686,14,424980,920
2024-03-12,6747,8,12901,27,10522,23,1016,,713,2,347,,325,,8183,42,1919,,26,,1,,13870,44,1691,5,425890,910
2024-03-13,6752,5,12921,20,10554,32,1017,1,715,2,347,,325,,8205,22,1919,,26,,1,,13932,62,1699,8,426870,980
2024-03-14,6757,5,12938,17,10565,11,1017,,717,2,347,,325,,8220,15,1920,1,26,,1,,13959,27,1708,9,427840,970
2024-03-15,6758,1,12949,11,10580,15,1017,,717,,347,,325,,8254,34,1920,,26,,1,,13993,34,1711,3,428420,580
2024-03-16,6779,21,12973,24,10606,26,1017,,719,2,347,,325,,8268,14,1922,2,26,,1,,14024,31,1712,1,429580,1160
2024-03-17,6790,11,12997,24,10634,28,1017,,720,1,347,,325,,8272,4,1922,,26,,1,,14073,49,1723,11,430740,1160
